% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
579	1	2	2	0	0	28	2196	0	1	1	0
580	1	2	2	0	0	28	2196	0	1	1	0
581	1	2	2	0	0	28	2196	0	1	1	0
582	1	2	2	0	0	28	2196	0	1	1	0
583	1	2	2	0	0	28	2196	0	1	1	0
584	1	2	2	0	0	28	2196	0	1	1	0
585	1	2	2	0	0	28	2196	0	1	1	0
586	1	2	2	0	0	28	2196	0	1	1	0
587	1	2	2	0	0	28	2196	0	1	1	0
588	1	2	2	0	0	28	2196	0	1	1	0
589	1	2	2	0	0	28	2196	0	1	1	0
590	1	2	2	0	0	28	2196	0	1	1	0
591	1	2	2	0	0	28	2196	0	1	1	0
592	1	2	2	0	0	28	2196	0	1	1	0
593	1	2	2	0	0	28	2196	0	1	1	0
594	1	2	2	0	0	28	2196	0	1	1	0
595	1	2	2	0	0	28	2196	0	1	1	0
596	1	2	2	0	0	28	2196	0	1	1	0
597	1	2	2	0	0	28	2196	0	1	1	0
598	1	2	2	0	0	28	2196	0	1	1	0
599	1	2	2	0	0	28	2196	0	1	1	0
600	1	2	2	0	0	28	2196	0	1	1	0
601	1	2	2	0	0	28	2196	0	1	1	0
602	1	2	2	0	0	28	2196	0	1	1	0
603	1	2	2	0	0	28	2196	0	1	1	0
604	1	2	2	0	0	28	2196	0	1	1	0
605	1	2	2	0	0	28	2196	0	1	1	0
606	1	2	2	0	0	28	2196	0	1	1	0
607	1	2	2	0	0	28	2196	0	1	1	0
608	1	2	2	0	0	28	2196	0	1	1	0
609	1	2	2	0	0	28	2196	0	1	1	0
610	1	2	2	0	0	28	2196	0	1	1	0
611	1	2	2	0	0	28	2196	0	1	1	0
612	1	2	2	0	0	28	2196	0	1	1	0
613	1	2	2	0	0	28	2196	0	1	1	0
614	1	2	2	0	0	28	2196	0	1	1	0
615	1	2	2	0	0	28	2196	0	1	1	0
616	1	2	2	0	0	28	2196	0	1	1	0
617	1	2	2	0	0	28	2196	0	1	1	0
618	1	2	2	0	0	28	2196	0	1	1	0
619	1	2	2	0	0	28	2196	0	1	1	0
620	1	2	2	0	0	28	2196	0	1	1	0
621	1	2	2	0	0	28	2196	0	1	1	0
622	1	2	2	0	0	28	2196	0	1	1	0
623	1	2	2	0	0	28	2196	0	1	1	0
624	1	2	2	0	0	28	2196	0	1	1	0
625	1	2	2	0	0	28	2196	0	1	1	0
626	1	2	2	0	0	28	2196	0	1	1	0
627	1	2	2	0	0	28	2196	0	1	1	0
628	1	2	2	0	0	28	2196	0	1	1	0
629	1	2	2	0	0	28	2196	0	1	1	0
630	1	2	2	0	0	28	2196	0	1	1	0
631	1	2	2	0	0	28	2196	0	1	1	0
632	1	2	2	0	0	28	2196	0	1	1	0
633	1	2	2	0	0	28	2196	0	1	1	0
634	1	2	2	0	0	28	2196	0	1	1	0
635	1	2	2	0	0	28	2196	0	1	1	0
636	1	2	2	0	0	28	2196	0	1	1	0
637	1	2	2	0	0	28	2196	0	1	1	0
638	1	2	2	0	0	28	2196	0	1	1	0
639	1	2	2	0	0	28	2196	0	1	1	0
640	1	2	2	0	0	28	2196	0	1	1	0
641	1	2	2	0	0	28	2196	0	1	1	0
642	1	2	2	0	0	28	2196	0	1	1	0
643	1	2	2	0	0	28	2196	0	1	1	0
644	1	2	2	0	0	28	2196	0	1	1	0
645	1	2	2	0	0	28	2196	0	1	1	0
646	1	2	2	0	0	28	2196	0	1	1	0
647	1	2	2	0	0	28	2196	0	1	1	0
648	1	2	2	0	0	28	2196	0	1	1	0
649	1	2	2	0	0	28	2196	0	1	1	0
650	1	2	2	0	0	28	2196	0	1	1	0
651	1	2	2	0	0	28	2196	0	1	1	0
652	1	2	2	0	0	28	2196	0	1	1	0
653	1	2	2	0	0	28	2196	0	1	1	0
654	1	2	2	0	0	28	2196	0	1	1	0
655	1	2	2	0	0	28	2196	0	1	1	0
656	1	2	2	0	0	28	2196	0	1	1	0
657	1	2	2	0	0	28	2196	0	1	1	0
658	1	2	2	0	0	28	2196	0	1	1	0
659	1	2	2	0	0	28	2196	0	1	1	0
660	1	2	2	0	0	28	2196	0	1	1	0
661	1	2	2	0	0	28	2196	0	1	1	0
662	1	2	2	0	0	28	2196	0	1	1	0
663	1	2	2	0	0	28	2196	0	1	1	0
664	1	2	2	0	0	28	2196	0	1	1	0
665	1	2	2	0	0	28	2196	0	1	1	0
666	1	2	2	0	0	28	2196	0	1	1	0
667	1	2	2	0	0	28	2196	0	1	1	0
668	1	2	2	0	0	28	2196	0	1	1	0
669	1	2	2	0	0	28	2196	0	1	1	0
670	1	2	2	0	0	28	2196	0	1	1	0
671	1	2	2	0	0	28	2196	0	1	1	0
672	1	2	2	0	0	28	2196	0	1	1	0
673	1	2	2	0	0	28	2196	0	1	1	0
674	1	2	2	0	0	28	2196	0	1	1	0
675	1	2	2	0	0	28	2196	0	1	1	0
676	1	2	2	0	0	28	2196	0	1	1	0
677	1	2	2	0	0	28	2196	0	1	1	0
678	1	2	2	0	0	28	2196	0	1	1	0
679	1	2	2	0	0	28	2196	0	1	1	0
680	1	2	2	0	0	28	2196	0	1	1	0
681	1	2	2	0	0	28	2196	0	1	1	0
682	1	2	2	0	0	28	2196	0	1	1	0
683	1	2	2	0	0	28	2196	0	1	1	0
684	1	2	2	0	0	28	2196	0	1	1	0
685	1	2	2	0	0	28	2196	0	1	1	0
686	1	2	2	0	0	28	2196	0	1	1	0
687	1	2	2	0	0	28	2196	0	1	1	0
688	1	2	2	0	0	28	2196	0	1	1	0
689	1	2	2	0	0	28	2196	0	1	1	0
690	1	2	2	0	0	28	2196	0	1	1	0
691	1	2	2	0	0	28	2196	0	1	1	0
692	1	2	2	0	0	28	2196	0	1	1	0
693	1	2	2	0	0	28	2196	0	1	1	0
694	1	2	2	0	0	28	2196	0	1	1	0
695	1	2	2	0	0	28	2196	0	1	1	0
696	1	2	2	0	0	28	2196	0	1	1	0
697	1	2	2	0	0	28	2196	0	1	1	0
698	1	2	2	0	0	28	2196	0	1	1	0
699	1	2	2	0	0	28	2196	0	1	1	0
700	1	2	2	0	0	28	2196	0	1	1	0
701	1	2	2	0	0	28	2196	0	1	1	0
702	1	2	2	0	0	28	2196	0	1	1	0
703	1	2	2	0	0	28	2196	0	1	1	0
704	1	2	2	0	0	28	2196	0	1	1	0
705	1	2	2	0	0	28	2196	0	1	1	0
706	1	2	2	0	0	28	2196	0	1	1	0
707	1	2	2	0	0	28	2196	0	1	1	0
708	1	2	2	0	0	28	2196	0	1	1	0
709	1	2	2	0	0	28	2196	0	1	1	0
710	1	2	2	0	0	28	2196	0	1	1	0
711	1	2	2	0	0	28	2196	0	1	1	0
712	1	2	2	0	0	28	2196	0	1	1	0
713	1	2	2	0	0	28	2196	0	1	1	0
714	1	2	2	0	0	28	2196	0	1	1	0
715	1	2	2	0	0	28	2196	0	1	1	0
716	1	2	2	0	0	28	2196	0	1	1	0
717	1	2	2	0	0	28	2196	0	1	1	0
718	1	2	2	0	0	28	2196	0	1	1	0
719	1	2	2	0	0	28	2196	0	1	1	0
720	1	2	2	0	0	28	2196	0	1	1	0
721	1	2	2	0	0	28	2196	0	1	1	0
722	1	2	2	0	0	28	2196	0	1	1	0
723	1	2	2	0	0	28	2196	0	1	1	0
724	1	2	2	0	0	28	2196	0	1	1	0
725	1	2	2	0	0	28	2196	0	1	1	0
726	1	2	2	0	0	28	2196	0	1	1	0
727	1	2	2	0	0	28	2196	0	1	1	0
728	1	2	2	0	0	28	2196	0	1	1	0
729	1	2	2	0	0	28	2196	0	1	1	0
730	1	2	2	0	0	28	2196	0	1	1	0
731	1	2	2	0	0	28	2196	0	1	1	0
732	1	2	2	0	0	28	2196	0	1	1	0
733	1	2	2	0	0	28	2196	0	1	1	0
734	1	2	2	0	0	28	2196	0	1	1	0
735	1	2	2	0	0	28	2196	0	1	1	0
736	1	2	2	0	0	28	2196	0	1	1	0
737	1	2	2	0	0	28	2196	0	1	1	0
738	1	2	2	0	0	28	2196	0	1	1	0
739	1	2	2	0	0	28	2196	0	1	1	0
740	1	2	2	0	0	28	2196	0	1	1	0
741	1	2	2	0	0	28	2196	0	1	1	0
742	1	2	2	0	0	28	2196	0	1	1	0
743	1	2	2	0	0	28	2196	0	1	1	0
744	1	2	2	0	0	28	2196	0	1	1	0
745	1	2	2	0	0	28	2196	0	1	1	0
746	1	2	2	0	0	28	2196	0	1	1	0
747	1	2	2	0	0	28	2196	0	1	1	0
748	1	2	2	0	0	28	2196	0	1	1	0
749	1	2	2	0	0	28	2196	0	1	1	0
750	1	2	2	0	0	28	2196	0	1	1	0
751	1	2	2	0	0	28	2196	0	1	1	0
752	1	2	2	0	0	28	2196	0	1	1	0
753	1	2	2	0	0	28	2196	0	1	1	0
754	1	2	2	0	0	28	2196	0	1	1	0
755	1	2	2	0	0	28	2196	0	1	1	0
756	1	2	2	0	0	28	2196	0	1	1	0
757	1	2	2	0	0	28	2196	0	1	1	0
758	1	2	2	0	0	28	2196	0	1	1	0
759	1	2	2	0	0	28	2196	0	1	1	0
760	1	2	2	0	0	28	2196	0	1	1	0
761	1	2	2	0	0	28	2196	0	1	1	0
762	1	2	2	0	0	28	2196	0	1	1	0
763	1	2	2	0	0	28	2196	0	1	1	0
764	1	2	2	0	0	28	2196	0	1	1	0
765	1	2	2	0	0	28	2196	0	1	1	0
766	1	2	2	0	0	28	2196	0	1	1	0
767	1	2	2	0	0	28	2196	0	1	1	0
768	1	2	2	0	0	28	2196	0	1	1	0
769	1	2	2	0	0	28	2196	0	1	1	0
770	1	2	2	0	0	28	2196	0	1	1	0
771	1	2	2	0	0	28	2196	0	1	1	0
772	1	2	2	0	0	28	2196	0	1	1	0
773	1	2	2	0	0	28	2196	0	1	1	0
774	1	2	2	0	0	28	2196	0	1	1	0
775	1	2	2	0	0	28	2196	0	1	1	0
776	1	2	2	0	0	28	2196	0	1	1	0
777	1	2	2	0	0	28	2196	0	1	1	0
778	1	2	2	0	0	28	2196	0	1	1	0
779	1	2	2	0	0	28	2196	0	1	1	0
780	1	2	2	0	0	28	2196	0	1	1	0
781	1	2	2	0	0	28	2196	0	1	1	0
782	1	2	2	0	0	28	2196	0	1	1	0
783	1	2	2	0	0	28	2196	0	1	1	0
784	1	2	2	0	0	28	2196	0	1	1	0
785	1	2	2	0	0	28	2196	0	1	1	0
786	1	2	2	0	0	28	2196	0	1	1	0
787	1	2	2	0	0	28	2196	0	1	1	0
788	1	2	2	0	0	28	2196	0	1	1	0
789	1	2	2	0	0	28	2196	0	1	1	0
790	1	2	2	0	0	28	2196	0	1	1	0
791	1	2	2	0	0	28	2196	0	1	1	0
792	1	2	2	0	0	28	2196	0	1	1	0
793	1	2	2	0	0	28	2196	0	1	1	0
794	1	2	2	0	0	28	2196	0	1	1	0
795	1	2	2	0	0	28	2196	0	1	1	0
796	1	2	2	0	0	28	2196	0	1	1	0
797	1	2	2	0	0	28	2196	0	1	1	0
798	1	2	2	0	0	28	2196	0	1	1	0
799	1	2	2	0	0	28	2196	0	1	1	0
800	1	2	2	0	0	28	2196	0	1	1	0
801	1	2	2	0	0	28	2196	0	1	1	0
802	1	2	2	0	0	28	2196	0	1	1	0
803	1	2	2	0	0	28	2196	0	1	1	0
804	1	2	2	0	0	28	2196	0	1	1	0
805	1	2	2	0	0	28	2196	0	1	1	0
806	1	2	2	0	0	28	2196	0	1	1	0
807	1	2	2	0	0	28	2196	0	1	1	0
808	1	2	2	0	0	28	2196	0	1	1	0
809	1	2	2	0	0	28	2196	0	1	1	0
810	1	2	2	0	0	28	2196	0	1	1	0
811	1	2	2	0	0	28	2196	0	1	1	0
812	1	2	2	0	0	28	2196	0	1	1	0
813	1	2	2	0	0	28	2196	0	1	1	0
814	1	2	2	0	0	28	2196	0	1	1	0
815	1	2	2	0	0	28	2196	0	1	1	0
816	1	2	2	0	0	28	2196	0	1	1	0
817	1	2	2	0	0	28	2196	0	1	1	0
818	1	2	2	0	0	28	2196	0	1	1	0
819	1	2	2	0	0	28	2196	0	1	1	0
820	1	2	2	0	0	28	2196	0	1	1	0
821	1	2	2	0	0	28	2196	0	1	1	0
822	1	2	2	0	0	28	2196	0	1	1	0
823	1	2	2	0	0	28	2196	0	1	1	0
824	1	2	2	0	0	28	2196	0	1	1	0
825	1	2	2	0	0	28	2196	0	1	1	0
826	1	2	2	0	0	28	2196	0	1	1	0
827	1	2	2	0	0	28	2196	0	1	1	0
828	1	2	2	0	0	28	2196	0	1	1	0
829	1	2	2	0	0	28	2196	0	1	1	0
830	1	2	2	0	0	28	2196	0	1	1	0
831	1	2	2	0	0	28	2196	0	1	1	0
832	1	2	2	0	0	28	2196	0	1	1	0
833	1	2	2	0	0	28	2196	0	1	1	0
834	1	2	2	0	0	28	2196	0	1	1	0
835	1	2	2	0	0	28	2196	0	1	1	0
836	1	2	2	0	0	28	2196	0	1	1	0
837	1	2	2	0	0	28	2196	0	1	1	0
838	1	2	2	0	0	28	2196	0	1	1	0
